OBJECTID,FID_GRID_TAZ_50_100,grid_id,Grid_Area,FID_amap_TAZ_district_adjust,FID_1,TAZ,NO,FID_2,ID,SNAME,area,code,ORIG_FID,Distance,NewArea,Shape_Length,Shape_Area,segArea
1,16,16,831736.1895,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.018255,1.97789E-05,225839.4844
2,17,17,831724.2348,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.011191612,5.27625E-06,60244.67578
3,85,85,830991.57,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.015310474,1.07772E-05,122946.5547
4,86,86,830981.9745,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.024042633,2.55011E-05,290916.8438
5,87,87,830972.413,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.018719423,1.12938E-05,128838.9922
6,115,115,831699.6299,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.006869419,1.74657E-06,19941.57227
7,116,116,831687.6431,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.024862236,3.0036E-05,342942.9688
8,117,117,831675.6906,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.025608777,4.13353E-05,471950.25
9,185,185,830943.1563,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.030001945,5.6413E-05,643534.125
10,186,186,830933.5625,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830933.5625
11,187,187,830924.0027,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034348571,7.06963E-05,806452.5
12,188,188,830914.4771,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.018448259,1.36712E-05,155948.4531
13,215,215,831651.0644,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.026462064,3.80705E-05,434658.625
14,216,216,831639.0798,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.02983192,3.31886E-05,378914.5625
15,217,217,831627.1293,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.03620257,5.03393E-05,574721
16,218,218,831615.2131,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.016240784,1.4245E-05,162628.7656
17,283,283,830914.0123,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.006433985,1.40853E-06,16066.88086
18,284,284,830904.3519,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.022569634,1.76232E-05,201027.1406
19,285,285,830894.7256,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.033469626,6.20062E-05,707297.125
20,286,286,830885.1334,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034159998,7.28416E-05,830885
21,287,287,830875.5754,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.033148976,7.10966E-05,810969.9375
22,287,287,830875.5754,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.006550131,1.74498E-06,19903.7832
23,288,288,830866.0515,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.02947041,4.25892E-05,485796.6563
24,288,288,830866.0515,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.022137689,2.30609E-05,263040.4063
25,289,289,830856.5617,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.007720529,2.61875E-06,29870.49609
26,289,289,830856.5617,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.000266819,2.75833E-09,31.46232796
27,314,314,831614.4986,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.010126289,5.30104E-06,60518.94141
28,314,314,831614.4986,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.005571553,1.15892E-06,13231.04004
29,315,315,831602.4819,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.012523334,8.903E-06,101640.4531
30,315,315,831602.4819,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.031717239,3.80088E-05,433932.625
31,316,316,831590.4994,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.038162405,5.44639E-05,621784.5
32,317,317,831578.5511,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.034160001,7.28416E-05,831578.625
33,318,318,831566.637,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.016916654,9.81734E-06,112074.1563
34,318,318,831566.637,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.033998699,4.08805E-05,466695.6875
35,319,319,831554.7571,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.01243189,2.7275E-06,31136.35352
36,383,383,830865.5611,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.021648316,1.82274E-05,207909.7344
37,384,384,830855.9024,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034160001,7.28416E-05,830856
38,385,385,830846.2779,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034160001,7.28416E-05,830846.375
39,386,386,830836.6874,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830836.6875
40,387,387,830827.1311,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.042604144,5.10177E-05,581907.25
41,387,387,830827.1311,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.028199713,2.18239E-05,248921.2188
42,388,388,830817.6089,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.032722457,6.80655E-05,776343
43,389,389,830808.1208,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.018532082,1.42208E-05,162196.3906
44,391,391,830789.2469,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,4.6317E-05,6.44203E-11,0.734717786
45,391,391,830789.2469,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.004728313,6.0785E-07,6932.608398
46,392,392,830779.8611,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.009753617,3.97473E-06,45332.22266
47,414,414,831565.8969,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.025664956,3.28151E-05,374618.0938
48,415,415,831553.8823,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.032810805,6.31355E-05,720750.5625
49,415,415,831553.8823,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.015507246,9.51302E-06,108601.8594
50,416,416,831541.9019,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.024019349,2.25586E-05,257521.2344
51,416,416,831541.9019,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.03393777,5.0283E-05,574019.0625
52,417,417,831529.9557,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.021850732,1.8545E-05,211698.8438
53,417,417,831529.9557,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.030457857,5.42966E-05,619828.4375
54,418,418,831518.0438,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.034134089,6.75342E-05,770932.625
55,418,418,831518.0438,97,144,1081,417,97,3150, ,1076511.608,315,97,0,1069620,0.010419859,2.00492E-06,22886.83594
56,418,418,831518.0438,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.008022212,3.30253E-06,37700.84766
57,419,419,831506.1661,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.010197713,2.2304E-06,25461.18164
58,419,419,831506.1661,97,144,1081,417,97,3150, ,1076511.608,315,97,0,1069620,0.034862047,4.96815E-05,567126.5
59,420,420,831494.3226,97,144,1081,417,97,3150, ,1076511.608,315,97,0,1069620,0.010545057,2.27834E-06,26007.2793
60,420,420,831494.3226,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.025131214,1.24636E-05,142271.9531
61,421,421,831482.5133,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.029598357,5.03033E-05,574207.75
62,422,422,831470.7382,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.01691605,1.38718E-05,158341.875
63,483,483,830817.0929,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.019705042,1.06623E-05,121610.5859
64,484,484,830807.4359,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034345543,7.25992E-05,828043.25
65,485,485,830797.8131,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830797.8125
66,486,486,830788.2243,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034159998,7.28416E-05,830788.125
67,487,487,830778.6697,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03915514,4.85633E-05,553876.3125
68,487,487,830778.6697,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.030051297,2.42783E-05,276899.625
69,488,488,830769.1492,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.004745872,2.18869E-07,2496.215332
70,488,488,830769.1492,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.034188785,7.26227E-05,828269.4375
71,489,489,830759.6628,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.032866421,7.02415E-05,801107.4375
72,490,490,830750.2105,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.027814293,3.64379E-05,415568.3438
73,491,491,830740.7923,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.02307627,2.68513E-05,306229.75
74,491,491,830740.7923,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.025486336,2.37466E-05,270825.25
75,491,491,830740.7923,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.009402964,4.62853E-06,52788.14063
76,492,492,830731.4082,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.025020681,2.79822E-05,319126.2188
77,492,492,830731.4082,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.026831849,3.16608E-05,361082.0313
78,493,493,830722.0582,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.011758935,3.79047E-06,43228.15625
79,493,493,830722.0582,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.023801064,1.76965E-05,201817.0625
80,494,494,830712.7423,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.018551239,5.01662E-06,57213.59375
81,513,513,831529.3248,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.003112503,3.19539E-07,3647.594482
82,514,514,831517.2781,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.012053115,4.01337E-06,45813.26172
83,514,514,831517.2781,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.030465711,5.89922E-05,673417.8125
84,515,515,831505.2656,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.03416,7.28416E-05,831505.25
85,516,516,831493.2874,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.017135403,1.30603E-05,149082.3125
86,516,516,831493.2874,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.029825762,5.64901E-05,644839.4375
87,516,516,831493.2874,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.007717913,3.29126E-06,37570.68359
88,517,517,831481.3433,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.033071579,7.08441E-05,808682.1875
89,517,517,831481.3433,100,229,311,41,100,3190,NS004-02-14,6488075.631,319,100,0,6439580,0.006703875,1.99748E-06,22801.80859
90,518,518,831469.4335,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.034160001,7.28416E-05,831469.5
91,519,519,831457.5579,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.02288,2.16924E-05,247608.6406
92,519,519,831457.5579,97,144,1081,417,97,3150, ,1076511.608,315,97,0,1069620,0.023817248,2.92707E-05,334115.0313
93,519,519,831457.5579,190,145,1082,418,190,3120, ,603353.207,312,190,0,599612,0.020265265,2.18785E-05,249731.2188
94,520,520,831445.7165,97,144,1081,417,97,3150, ,1076511.608,315,97,0,1069620,0.014413166,1.04676E-05,119483.9844
95,520,520,831445.7165,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.019160362,1.97514E-05,225454.0781
96,520,520,831445.7165,189,233,1093,427,189,3130, ,935047.5561,313,189,0,929563,0.021860364,2.7449E-05,313311.125
97,520,520,831445.7165,190,145,1082,418,190,3120, ,603353.207,312,190,0,599612,0.014092302,1.26812E-05,144747.1875
98,521,521,831433.9094,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.023053707,1.96116E-05,223853.4688
99,521,521,831433.9094,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.005663493,6.17554E-07,7048.724121
100,521,521,831433.9094,188,113,1094,428,188,3140, ,401881.3232,314,188,0,399709,0.018806078,2.08583E-05,238078.3125
101,521,521,831433.9094,189,233,1093,427,189,3130, ,935047.5561,313,189,0,929563,0.022661678,3.17542E-05,362450.0938
102,522,522,831422.1364,99,146,1083,419,99,3160, ,1504707.775,316,99,0,1496330,0.018230119,1.50862E-05,172198.5469
103,522,522,831422.1364,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.03088916,5.23041E-05,597004.1875
104,522,522,831422.1364,188,113,1094,428,188,3140, ,401881.3232,314,188,0,399709,0.005656016,6.1399E-07,7008.24707
105,523,523,831410.3976,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.022657605,3.26675E-05,372864.6563
106,583,583,830768.6077,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.024779366,1.90172E-05,216891.5156
107,584,584,830758.9524,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.036136999,6.99897E-05,798233.1875
108,585,585,830749.3313,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034160001,7.28416E-05,830749.375
109,586,586,830739.7443,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830739.75
110,587,587,830730.1913,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.040078059,4.69637E-05,535604.1875
111,587,587,830730.1913,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.020845047,2.58779E-05,295128.8438
112,588,588,830720.6725,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.031418245,6.6112E-05,753974.875
113,588,588,830720.6725,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.019076273,6.72964E-06,76749.5
114,589,589,830711.1878,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.023409351,2.46168E-05,280737.125
115,589,589,830711.1878,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.030640709,4.82248E-05,549971.6875
116,590,590,830701.7372,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.007968434,2.2317E-06,25450.01953
117,590,590,830701.7372,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.033033844,7.06099E-05,805249.75
118,591,591,830692.3207,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.033361541,6.95665E-05,793343.625
119,591,591,830692.3207,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.011357512,3.27509E-06,37350.22656
120,592,592,830682.9383,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.034160001,7.28416E-05,830683
121,593,593,830673.5899,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.027915134,5.18021E-05,590742.5625
122,593,593,830673.5899,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.029133532,2.10395E-05,239931.2031
123,594,594,830664.2757,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.035837686,6.54577E-05,746460.5
124,595,595,830654.9956,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.019131411,1.68768E-05,192453.6563
125,595,595,830654.9956,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.008330648,4.52159E-06,51561.48828
126,596,596,830645.7495,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.010568996,6.80714E-06,77623.84375
127,613,613,831480.6868,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.014551781,8.05341E-06,91928.96875
128,614,614,831468.6423,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.032738269,6.95948E-05,794409.5625
129,614,614,831468.6423,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.00853652,1.99296E-06,22749.61133
130,615,615,831456.6319,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.029689619,5.13405E-05,586027.0625
131,615,615,831456.6319,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.022939667,2.15011E-05,245429.25
132,616,616,831444.6558,94,217,1015,371,94,3220,NS005-01-09,3192038.57,322,94,0,3168850,0.014695579,1.06013E-05,121005.7188
133,616,616,831444.6558,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.023366188,3.13124E-05,357411.7188
134,616,616,831444.6558,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.013371575,9.86958E-06,112654.9141
135,616,616,831444.6558,98,222,310,40,98,3200,NS004-01-08,4205648.641,320,98,0,4173360,0.018938481,2.10584E-05,240372.3594
136,617,617,831432.7139,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.03416,7.28416E-05,831432.6875
137,618,618,831420.8062,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.03416,7.28416E-05,831420.8125
138,619,619,831408.9327,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.031238255,6.03239E-05,688534.0625
139,619,619,831408.9327,187,232,1091,425,187,3100,NS002-01-01,709991.6062,310,187,0,705720,0.007649127,1.7831E-06,20352.01758
140,619,619,831408.9327,190,145,1082,418,190,3120, ,603353.207,312,190,0,599612,0.014734632,1.07346E-05,122525.375
141,620,620,831397.0935,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.002563264,2.14025E-07,2442.774902
142,620,620,831397.0935,180,231,1092,426,180,3090,NS002-01-01,574504.2425,309,180,0,571192,0.018105425,7.2158E-06,82359.63281
143,620,620,831397.0935,187,232,1091,425,187,3100,NS002-01-01,709991.6062,310,187,0,705720,0.0280732,4.56291E-05,520798.75
144,620,620,831397.0935,189,233,1093,427,189,3130, ,935047.5561,313,189,0,929563,0.0156047,1.25453E-05,143190.6094
145,620,620,831397.0935,190,145,1082,418,190,3120, ,603353.207,312,190,0,599612,0.012439013,7.23738E-06,82607.66406
146,621,621,831385.2884,180,231,1092,426,180,3090,NS002-01-01,574504.2425,309,180,0,571192,0.006262732,1.68999E-06,19288.40039
147,621,621,831385.2884,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.018573339,9.18298E-06,104810.0313
148,621,621,831385.2884,186,111,1090,424,186,3110,NS002-01-01,547778.8481,311,186,0,544716,0.019837166,2.43121E-05,277486.0625
149,621,621,831385.2884,187,232,1091,425,187,3100,NS002-01-01,709991.6062,310,187,0,705720,0.015747653,1.44185E-05,164567
150,621,621,831385.2884,188,113,1094,428,188,3140, ,401881.3232,314,188,0,399709,0.014995115,1.3547E-05,154622.6094
151,621,621,831385.2884,189,233,1093,427,189,3130, ,935047.5561,313,189,0,929563,0.012743806,9.69097E-06,110611.4688
152,622,622,831373.5175,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.034159998,7.28416E-05,831373.4375
153,623,623,831361.7809,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.025711335,3.80992E-05,434838.2813
154,634,634,831234.9343,122,227,223,32,122,2300,FT003-T3-03,2439051.655,230,122,0,2425980,0.004065865,4.13534E-07,4718.887695
155,635,635,831223.6079,122,227,223,32,122,2300,FT003-T3-03,2439051.655,230,122,0,2425980,0.009470679,2.74165E-06,31285.7207
156,683,683,830720.1054,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.029681885,4.65193E-05,530527.875
157,684,684,830710.4519,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830710.4375
158,685,685,830700.8325,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830700.8125
159,686,686,830691.2472,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.034159998,7.28416E-05,830691.125
160,687,687,830681.696,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830681.6875
161,688,688,830672.1788,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.03416,7.28416E-05,830672.1875
162,689,689,830662.6958,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.02569364,3.23258E-05,368630.9063
163,689,689,830662.6958,477,15,937,334,477,8350,LG403-T1,33650709.83,835,477,0,33249100,0.02639573,3.7507E-05,427721.2813
164,689,689,830662.6958,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.007589942,3.00877E-06,34311.65625
165,690,690,830653.2469,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.033624396,5.86665E-05,669007.5625
166,690,690,830653.2469,478,23,938,335,478,8370,LG403-03,6110457.98,837,478,0,6023520,0.017657522,1.41751E-05,161647.4531
167,691,691,830643.832,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.03416,7.28416E-05,830643.8125
168,692,692,830634.4513,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.03416,7.28416E-05,830634.4375
169,693,693,830625.1046,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.037595674,4.27524E-05,487511.125
170,693,693,830625.1046,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.02212152,3.00892E-05,343116.3125
171,694,694,830615.7921,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.030677198,5.69026E-05,648862
172,694,694,830615.7921,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.022292432,1.5939E-05,181753.9844
173,695,695,830606.5136,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.034286237,7.14733E-05,815006.25
174,695,695,830606.5136,479,29,936,333,479,8380,LG403-04,2333205.984,838,479,0,2303590,0.005298838,1.36825E-06,15602.49219
175,696,696,830597.2692,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.034546076,6.42015E-05,732077.4375
176,697,697,830588.0589,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.032774144,5.41272E-05,617193.5625
177,698,698,830578.8827,475,22,934,331,475,8360,LG403-T2,59659901.72,836,475,0,58946600,0.026111443,1.51727E-05,173007
178,713,713,831432.0318,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.007115676,1.01068E-06,11535.7998
179,714,714,831419.9894,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.033336904,7.05646E-05,805431.1875
180,715,715,831407.9812,94,217,1015,371,94,3220,NS005-01-09,3192038.57,322,94,0,3168850,0.01828696,1.3698E-05,156344.8594
181,715,715,831407.9812,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.031215619,5.91436E-05,675059.8125
182,716,716,831396.0072,94,217,1015,371,94,3220,NS005-01-09,3192038.57,322,94,0,3168850,0.031938524,6.87735E-05,784965.875
183,716,716,831396.0072,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.008617163,2.96072E-06,33793.56641
184,716,716,831396.0072,96,221,313,42,96,3210,NS005-02-01,4263726.149,321,96,0,4230530,0.005228376,1.10736E-06,12639.49023
185,717,717,831384.0674,94,217,1015,371,94,3220,NS005-01-09,3192038.57,322,94,0,3168850,0.015339899,8.74159E-06,99771.71094
186,717,717,831384.0674,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.030523614,6.12441E-05,699014
187,717,717,831384.0674,134,316,1067,409,134,3080,NS001-04-01,1534612.492,308,134,0,1524530,0.007719393,2.85589E-06,32594.96875
188,718,718,831372.1619,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.028634663,4.57586E-05,522266.4375
189,718,718,831372.1619,134,316,1067,409,134,3080,NS001-04-01,1534612.492,308,134,0,1524530,0.023977286,2.7083E-05,309105.6563
190,719,719,831360.2905,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.025891711,3.62849E-05,414131.5938
191,719,719,831360.2905,133,4,1068,410,133,3060,NS001-04-01,1423120.038,306,133,0,1414650,0.008904368,3.6725E-06,41914.04297
192,719,719,831360.2905,134,316,1067,409,134,3080,NS001-04-01,1534612.492,308,134,0,1524530,0.024447351,3.28842E-05,375311.9688
193,720,720,831348.4534,95,228,309,39,95,3180,NS003-02-07,7696086.191,318,95,0,7643500,0.011248767,5.26565E-06,60098.28906
194,720,720,831348.4534,133,4,1068,410,133,3060,NS001-04-01,1423120.038,306,133,0,1414650,0.013055843,9.94842E-06,113540.7813
195,720,720,831348.4534,134,316,1067,409,134,3080,NS001-04-01,1534612.492,308,134,0,1524530,0.006317265,1.68081E-06,19183.32617
196,720,720,831348.4534,136,8,1088,423,136,3030,NS001-02-08,769861.5754,303,136,0,765392,0.020111778,2.34931E-05,268125.625
197,720,720,831348.4534,180,231,1092,426,180,3090,NS002-01-01,574504.2425,309,180,0,571192,0.024066426,3.24536E-05,370398.0938
198,721,721,831336.6504,136,8,1088,423,136,3030,NS001-02-08,769861.5754,303,136,0,765392,0.011143466,6.55946E-06,74861.95313
199,721,721,831336.6504,162,139,347,70,162,3050, ,2468921.614,305,162,0,2456360,0.010032882,4.81241E-06,54922.52344
200,721,721,831336.6504,179,110,1087,422,179,3040,NS001-02-08,623876.819,304,179,0,620510,0.019318269,2.22449E-05,253875.8281
201,721,721,831336.6504,180,231,1092,426,180,3090,NS002-01-01,574504.2425,309,180,0,571192,0.012772739,8.68708E-06,99147.21875
202,721,721,831336.6504,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.012179144,7.12342E-06,81299.67188
203,721,721,831336.6504,186,111,1090,424,186,3110,NS002-01-01,547778.8481,311,186,0,544716,0.019485782,2.34143E-05,267229.875
204,722,722,831324.8816,162,139,347,70,162,3050, ,2468921.614,305,162,0,2456360,0.024995304,3.2332E-05,368994.125
205,722,722,831324.8816,184,112,307,38,184,3170,NS002-T1-01,3228563.973,317,184,0,3211680,0.026846329,4.05096E-05,462330.75
206,723,723,831313.1471,162,139,347,70,162,3050, ,2468921.614,305,162,0,2456360,0.014131275,1.24314E-05,141873.0313
